Version     :: 0.0.11.5
DateTime    :: 11/7/2023 04:12:41 PM
RegExType   :: Heal :: Apos
RegExString :: \((?<time>\d*\:\d*\:\d*)\)\W*(?<source>.+)[r']+[s]? (?<ability>.+'+.+) (?<type>heal)s (?<target>.*) for (?<value>\d*) points[\.!]

Time     : Value_Type : Source                    : Target                    : Ability                   : Event_type   : Event_detail : Value 
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 12    
16:22:52 : heal       : MSN                       : MSN                       : Relgor's Restorative Elixir :              :              : 10    
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 12    
16:22:52 : heal       : MSN                       : MSN                       : Relgor's Restorative Elixir :              :              : 10    
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 12    
16:22:52 : heal       : MSN                       : MSN                       : Relgor's Restorative Elixir :              :              : 10    
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 12    
16:22:52 : heal       : MSN                       : MSN                       : Relgor's Restorative Elixir :              :              : 10    
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 12    
16:22:52 : heal       : MSN                       : MSN                       : Relgor's Restorative Elixir :              :              : 10    
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 12    
16:22:52 : heal       : sdx                       : sdx                       : Relgor's Restorative Elixir :              :              : 12    
